دری,صنف اول,دری,درس هشتم,حرف ب بابا جلسه 16,https://www.youtube.com/embed/9Cj6pdTXamY
دری,صنف اول,دری,درس هشتم,حرف ب بابا جلسه 17,https://www.youtube.com/embed/2bTeWUR-lmg
دری,صنف اول,دری,درس نهم,حرف پ جلسه 18,https://www.youtube.com/embed/bHh1tMrm_Z4
دری,صنف اول,دری,درس نهم,حرف پ قسمت دوم جلسه 19,https://www.youtube.com/embed/4f95la7dt6Y
دری,صنف اول,دری,درس دهم,پدر قسمت اول جلسه 20,https://www.youtube.com/embed/ZEJ8jKruhp8
دری,صنف اول,دری,درس دهم,پدر قسمت دوم جلسه 21,https://www.youtube.com/embed/QYNtODk3NPo
دری,صنف اول,دری,درس دهم,عدد 9 جلسه 43,https://www.youtube.com/embed/pZrAQ8_6Q6o
دری,صنف اول,دری,درس یازدهم,حرف ت قسمت اول جلسه 22,https://www.youtube.com/embed/nrs9ALkzzTM
دری,صنف اول,دری,درس یازدهم,حرف ت قسمت اول جلسه 23,https://www.youtube.com/embed/NGrPnqhSM2Q
دری,صنف اول,دری,درس یازدهم,حرف ج جلسه 31,https://www.youtube.com/embed/HdJ1zic9D8s
دری,صنف اول,دری,درس یازدهم,صفر جلسه 45,https://www.youtube.com/embed/j4ptflQvCz8
دری,صنف اول,دری,درس یازدهم,صفر جلسه 46,https://www.youtube.com/embed/y1Vbxd8bAW4
دری,صنف اول,دری,درس دوازدهم,درس 12- حرف ت توت جلسه 24,https://www.youtube.com/embed/n8kPy9yOlWc
دری,صنف اول,دری,درس دوازدهم,حرف ت توت جلسه 25,https://www.youtube.com/embed/8l2vK9n1a7Q
دری,صنف اول,دری,درس سیزدهم,حرف ث جلسه 26,https://www.youtube.com/embed/Ikn03nNNIRg
دری,صنف اول,دری,درس چهاردهم,حرف ث جلسه 27,https://www.youtube.com/embed/IhkvYWKA6_E
دری,صنف اول,دری,درس چهاردهم,ثواب جلسه 29,https://www.youtube.com/embed/Yu_mW0uO7N4
دری,صنف اول,دری,درس پانزدهم,حرف ج جلسه 30,https://www.youtube.com/embed/EXWyRMfsW4A
دری,صنف اول,دری,درس شانزدهم,جواری جلسه 32,https://www.youtube.com/embed/upL_WxAx124
دری,صنف اول,دری,درس شانزدهم,جواری جلسه 33,https://www.youtube.com/embed/EtFasiQNCJo
دری,صنف اول,دری,درس سی هفتم,تمرین جلسه 34,https://www.youtube.com/embed/rG5DUE4e_WI
دری,صنف اول,دری,درس هژدهم,حرف چ جلسه 35,https://www.youtube.com/embed/InEjav_fDEQ
دری,صنف اول,دری,درس هژدهم,حرف چ جلسه 36,https://www.youtube.com/embed/Fm7EVDv7tFA
دری,صنف اول,دری,درس نوزدهم,چ جلسه 37,https://www.youtube.com/embed/4tUnKlRQ2x8
دری,صنف اول,دری,درس نوزدهم,چ جلسه 37,https://www.youtube.com/embed/fyPeRbFuAsk
دری,صنف اول,دری,درس نوزدهم,چاه جلسه 38,https://www.youtube.com/embed/kg0X_nyftAI
دری,صنف اول,دری,درس بیستم,حرف ح جلسه 39,https://www.youtube.com/embed/4caX7Z6PTx8
دری,صنف اول,دری,درس بیستم,حرف ح جلسه 40,https://www.youtube.com/embed/A_nyrSKuG7c
دری,صنف اول,دری,درس بیست یکم,صبح جلسه 41,https://www.youtube.com/embed/XTzO5JpsNdo
دری,صنف اول,دری,درس بیست یکم,صبح جلسه 42,https://www.youtube.com/embed/ss3lTspQSCc
دری,صنف اول,دری,درس بیست دوم,حرف خ جلسه 43,https://www.youtube.com/embed/j9STsXlaMA8
دری,صنف اول,دری,درس بیست دوم,حرف خ جلسه 44,https://www.youtube.com/embed/1aEbNubCgdw
دری,صنف اول,دری,درس بیست سوم,خط جلسه 45,https://www.youtube.com/embed/4tUnKlRQ2x8
دری,صنف اول,دری,درس بیست سوم,خط جلسه 46,https://www.youtube.com/embed/EMzGGcXIvS0
دری,صنف دوم,دری,درس اول,جلسه اول الفبا,https://www.youtube.com/embed/LozL3zNOZtQ
دری,صنف دوم,دری,درس اول,جلسه دوم الفبا,https://www.youtube.com/embed/VRehIkWOvOk
دری,صنف دوم,دری,درس اول,جلسه سوم الفبا,https://www.youtube.com/embed/EftxkvaPJHQ
دری,صنف دوم,دری,درس اول,علم جلسه اول,https://www.youtube.com/embed/c-VzVVNm6_k
دری,صنف دوم,دری,درس اول,علم جسله دوم و سوم,https://www.youtube.com/embed/S-fG0LpOWxA
دری,صنف دوم,دری,درس اول,الفبا جلسه 1,https://www.youtube.com/embed/vIMJd1YJlwQ
دری,صنف دوم,دری,درس اول,الفبا جلسه 2,https://www.youtube.com/embed/Kt2tITzTSHI
دری,صنف دوم,دری,درس اول,الفبا جلسه 3,https://www.youtube.com/embed/TuaIs3GrM3E
دری,صنف دوم,دری,درس اول,کتاب گوید جلسه 19,https://www.youtube.com/embed/GhdJFvM0tpE
دری,صنف دوم,دری,درس دوم,شاگرد خوب جلسه 22,https://www.youtube.com/embed/IP2BxbQMJxM
دری,صنف دوم,دری,درس دوم,احتیاط از حوادث ترافیکی جلسه 20,https://www.youtube.com/embed/tLftwmHO2-I
دری,صنف دوم,دری,درس سوم,حضرت محمد (ص) جلسه 8,https://www.youtube.com/embed/2H0EjLBCGRc
دری,صنف دوم,دری,درس چهارم,علم جلسه 10,https://www.youtube.com/embed/vhkUVL6xazg
دری,صنف دوم,دری,درس چهارم,علم جلسه 11,https://www.youtube.com/embed/otC203PqHkM
دری,صنف دوم,دری,درس چهارم,علم جلسه 12,https://www.youtube.com/embed/1Cr0MiMnKEk
دری,صنف دوم,دری,درس پنجم,مکتب ما جلسه 15,https://www.youtube.com/embed/gRtgeTq3ZEA
دری,صنف دوم,دری,درس پنجم,مکتب ما جلسه 16,https://www.youtube.com/embed/bIzEZIq-JHo
دری,صنف دوم,دری,درس پنجم,مکتب ما جلسه 17,https://www.youtube.com/embed/8_1O2y4r2Z4
دری,صنف دوم,دری,درس ششم,مطالعه جلسه شانزدهم,https://www.youtube.com/embed/KwAIqbyvc7w
دری,صنف دوم,دری,درس ششم,مطالعه جلسه هفدهم,https://www.youtube.com/embed/Xtz8ekikopY
دری,صنف دوم,دری,درس ششم,مطالعه جلسه هژدهم,https://www.youtube.com/embed/ypWBQXpVZh4
دری,صنف دوم,دری,درس هفتم,کتاب گوید جلسه نوزدهم,https://www.youtube.com/embed/kKYPy1deyV8
دری,صنف دوم,دری,درس هفتم,کتاب گوید جلسه 19,https://www.youtube.com/embed/j0OH5bM_3a0
دری,صنف دوم,دری,درس هفتم,کتاب گوید جلسه 20,https://www.youtube.com/embed/EEbppR22g60
دری,صنف دوم,دری,درس هفتم,احتیاط از حوادث ترافیکی جلسه 19,https://www.youtube.com/embed/3R7kdvYf6ps
دری,صنف دوم,دری,درس هفتم,احتیاط از حوادث ترافیکی جلسه 21,https://www.youtube.com/embed/VRUgnH4GzMY
دری,صنف دوم,دری,درس هشتم,شاگرد خوب جلسه 21,https://www.youtube.com/embed/Pe28VRzuYOg
دری,صنف دوم,دری,درس هشتم,شاگرد خوب جلسه 23,https://www.youtube.com/embed/iXmqDieRnuU
دری,صنف دوم,دری,درس نهم,معلم جلسه 25,https://www.youtube.com/embed/L-toEIjzDJE
دری,صنف دوم,دری,درس نهم,معلم جلسه 26,https://www.youtube.com/embed/4uZZlo0bh6c
دری,صنف دوم,دری,درس نهم,معلم جلسه 27,https://www.youtube.com/embed/b6ujGCFa2tc
دری,صنف دوم,دری,درس دهم,جمع اعداد جلسه 21,https://www.youtube.com/embed/3EQ4brj-Mmk
دری,صنف دوم,دری,درس دهم,سوالات جمع اعداد جلسه 22,https://www.youtube.com/embed/QofZgMm1xyU
دری,صنف دوم,دری,درس دهم,زاغ دانا جلسه 28,https://www.youtube.com/embed/X9Zi5M6wWmc
دری,صنف دوم,دری,درس دهم,زاغ دانا جلسه 29,https://www.youtube.com/embed/xYAgNtHZoHQ
دری,صنف دوم,دری,درس دهم,زاغ دانا جلسه 30,https://www.youtube.com/embed/shTh8PNoBvo
دری,صنف دوم,دری,درس یازدهم,سال جلسه 31,https://www.youtube.com/embed/GTaeJa119AA
دری,صنف دوم,دری,درس یازدهم,سال جلسه 32,https://www.youtube.com/embed/KsosJ1crPlI
دری,صنف دوم,دری,درس یازدهم,سال جلسه 33,https://www.youtube.com/embed/7Acqf-3gpDM
دری,صنف دوم,دری,درس سیزدهم,تابستان جلسه 37,https://www.youtube.com/embed/4BSssvJLKn4
دری,صنف دوم,دری,درس سیزدهم,تابستان جلسه 38,https://www.youtube.com/embed/m5H_V6XC_JQ
دری,صنف دوم,دری,درس سیزدهم,تابستان جلسه 39,https://www.youtube.com/embed/qpYg1PN21BY
دری,صنف دوم,دری,درس چهاردهم,لطیفه جلسه 40,https://www.youtube.com/embed/xyb-8DCuBY4
دری,صنف دوم,دری,درس چهاردهم,لطیفه جلسه 41,https://www.youtube.com/embed/iSoIsnw3PqQ
دری,صنف دوم,دری,درس چهاردهم,لطیفه جلسه 42,https://www.youtube.com/embed/3fU77Pg5iws
دری,صنف دوم,دری,درس پانزدهم,آفتاب جلسه 43,https://www.youtube.com/embed/ILmI4jyWBww
دری,صنف دوم,دری,درس پانزدهم,آفتاب جلسه 44,https://www.youtube.com/embed/N--5me0CaUc
دری,صنف دوم,دری,درس پانزدهم,آفتاب جلسه 45,https://www.youtube.com/embed/1dvwWSI3MEY
دری,صنف دوم,دری,درس شانزدهم,آب روان جلسه 46,https://www.youtube.com/embed/LVjLhevRLaE
دری,صنف دوم,دری,درس شانزدهم,آب روان جلسه 47,https://www.youtube.com/embed/plMSXl5OY1I
دری,صنف دوم,دری,درس شانزدهم,آب روان جلسه 48,https://www.youtube.com/embed/6MV8AFSFzuU
دری,صنف دوم,دری,درس هفدهم,وطن جلسه 49,https://www.youtube.com/embed/7DnjBnj8PBw
دری,صنف دوم,دری,درس هفدهم,وطن جلسه 50,https://www.youtube.com/embed/_SE-DX2Tf2g
دری,صنف دوم,دری,درس هفدهم,وطن جلسه 51,https://www.youtube.com/embed/-4PUKNfLZ6I
دری,صنف دوم,دری,درس هژدهم,صلح جلسه 52,https://www.youtube.com/embed/Qienhtr5sn4
